30.000000,3.000000,262862.151305
31.000000,3.000000,246242.601745
32.000000,3.000000,231154.804730
33.000000,3.000000,217415.853660
34.000000,3.000000,204869.620547
35.000000,3.000000,193381.769377
36.000000,3.000000,182836.598300
37.000000,3.000000,173133.504202
38.000000,3.000000,164185.165500
39.000000,3.000000,155915.164996
40.000000,3.000000,148256.644124
41.000000,3.000000,141150.727576
42.000000,3.000000,134545.404882
43.000000,3.000000,128394.750915
44.000000,3.000000,122657.890290
45.000000,3.000000,117298.536692
46.000000,3.000000,112284.252318
47.000000,3.000000,107585.923783
48.000000,3.000000,103177.652339
49.000000,3.000000,99035.903997
50.000000,3.000000,95139.710836
51.000000,3.000000,91469.911622
52.000000,3.000000,88009.351119
53.000000,3.000000,84742.370550
54.000000,3.000000,81654.813009
55.000000,3.000000,78733.732144
56.000000,3.000000,75967.358019
57.000000,3.000000,73344.971572
58.000000,3.000000,70856.712641
59.000000,3.000000,68493.577008
60.000000,3.000000,66247.329148
61.000000,3.000000,64110.352187
62.000000,3.000000,62075.663083
63.000000,3.000000,60136.850720
64.000000,3.000000,58287.933620
65.000000,3.000000,56523.494531
66.000000,3.000000,54838.397111
67.000000,3.000000,53227.967536
68.000000,3.000000,51687.871594
69.000000,3.000000,50214.048645
70.000000,3.000000,48802.744650
71.000000,3.000000,47450.485077
72.000000,3.000000,46154.000359
73.000000,3.000000,44910.260270
74.000000,3.000000,43716.437736
75.000000,3.000000,42569.892701
76.000000,3.000000,41468.172269
77.000000,3.000000,40408.937752
78.000000,3.000000,39390.056567
79.000000,3.000000,38409.487993
80.000000,3.000000,37465.344972
30.000000,3.100000,262910.886614
31.000000,3.100000,246290.311343
32.000000,3.100000,231201.419583
33.000000,3.100000,217461.618513
34.000000,3.100000,204914.460380
35.000000,3.100000,193425.801001
36.000000,3.100000,182879.680151
37.000000,3.100000,173175.829878
38.000000,3.100000,164226.681731
39.000000,3.100000,155955.966960
40.000000,3.100000,148296.686269
41.000000,3.100000,141190.036932
42.000000,3.100000,134584.063519
43.000000,3.100000,128432.721688
44.000000,3.100000,122695.247889
45.000000,3.100000,117335.248417
46.000000,3.100000,112320.340404
47.000000,3.100000,107621.496846
48.000000,3.100000,103212.637004
49.000000,3.100000,99070.357765
50.000000,3.100000,95173.611089
51.000000,3.100000,91503.311074
52.000000,3.100000,88042.227537
53.000000,3.100000,84774.774218
54.000000,3.100000,81686.757305
55.000000,3.100000,78765.228372
56.000000,3.100000,75998.417185
57.000000,3.100000,73375.576050
58.000000,3.100000,70886.903656
59.000000,3.100000,68523.364505
60.000000,3.100000,66276.697554
61.000000,3.100000,64139.338305
62.000000,3.100000,62104.275892
63.000000,3.100000,60165.100109
64.000000,3.100000,58315.826851
65.000000,3.100000,56551.019849
66.000000,3.100000,54865.584208
67.000000,3.100000,53254.844755
68.000000,3.100000,51714.405955
69.000000,3.100000,50240.267990
70.000000,3.100000,48828.674668
71.000000,3.100000,47476.095908
72.000000,3.100000,46179.317243
73.000000,3.100000,44935.289512
74.000000,3.100000,43741.185462
75.000000,3.100000,42594.364863
76.000000,3.100000,41492.359851
77.000000,3.100000,40432.876718
78.000000,3.100000,39413.737537
79.000000,3.100000,38432.916234
80.000000,3.100000,37488.526295
30.000000,3.200000,262958.348168
31.000000,3.200000,246336.937661
32.000000,3.200000,231247.109088
33.000000,3.200000,217506.299415
34.000000,3.200000,204958.368324
35.000000,3.200000,193468.858937
36.000000,3.200000,182921.999503
37.000000,3.200000,173217.267790
38.000000,3.200000,164267.425865
39.000000,3.200000,155995.961729
40.000000,3.200000,148336.023039
41.000000,3.200000,141228.667852
42.000000,3.200000,134622.012710
43.000000,3.200000,128470.068292
44.000000,3.200000,122731.952610
45.000000,3.200000,117371.383487
46.000000,3.200000,112355.921620
47.000000,3.200000,107656.491425
48.000000,3.200000,103247.062180
49.000000,3.200000,99104.274047
50.000000,3.200000,95206.990672
51.000000,3.200000,91536.209507
52.000000,3.200000,88074.656287
53.000000,3.200000,84806.746248
54.000000,3.200000,81718.249836
55.000000,3.200000,78796.288601
56.000000,3.200000,76029.022748
57.000000,3.200000,73405.801917
58.000000,3.200000,70916.698334
59.000000,3.200000,68552.768511
60.000000,3.200000,66305.719911
61.000000,3.200000,64167.989071
62.000000,3.200000,62132.563533
63.000000,3.200000,60193.009089
64.000000,3.200000,58343.389793
65.000000,3.200000,56578.245617
66.000000,3.200000,54892.480275
