Span Loc(m)	Chord(m)	IB Height(m)	IB Width(m)	Web Height(m)	Web Width(m)	IB Area(m2)	Moment(Nm)	Wing Weight(N/m)
0.000000	0.520000	0.039000	0.069160	0.020436	0.001000	0.001304	1061.032954	44.538681
0.002000	0.520000	0.039000	0.069160	0.020462	0.001000	0.001303	1060.033209	44.491077
0.004000	0.520000	0.039000	0.069160	0.020488	0.001000	0.001301	1059.033973	44.443532
0.006000	0.520000	0.039000	0.069160	0.020514	0.001000	0.001299	1058.035246	44.396046
0.008000	0.519999	0.039000	0.069160	0.020540	0.001000	0.001297	1057.037028	44.348620
0.010000	0.519999	0.039000	0.069160	0.020566	0.001000	0.001295	1056.039320	44.301252
0.012000	0.519999	0.039000	0.069160	0.020592	0.001000	0.001294	1055.042121	44.253944
0.014000	0.519998	0.039000	0.069160	0.020618	0.001000	0.001292	1054.045432	44.206695
0.016000	0.519997	0.039000	0.069160	0.020643	0.001000	0.001290	1053.049251	44.159505
0.018000	0.519997	0.039000	0.069160	0.020669	0.001000	0.001288	1052.053580	44.112374
0.020000	0.519996	0.039000	0.069159	0.020695	0.001000	0.001287	1051.058419	44.065303
0.022000	0.519995	0.039000	0.069159	0.020721	0.001000	0.001285	1050.063766	44.018291
0.024000	0.519994	0.039000	0.069159	0.020746	0.001000	0.001283	1049.069623	43.971338
0.026000	0.519993	0.038999	0.069159	0.020772	0.001000	0.001281	1048.075989	43.924444
0.028000	0.519992	0.038999	0.069159	0.020797	0.001000	0.001280	1047.082865	43.877610
0.030000	0.519991	0.038999	0.069159	0.020823	0.001000	0.001278	1046.090250	43.830836
0.032000	0.519989	0.038999	0.069159	0.020848	0.001000	0.001276	1045.098144	43.784121
0.034000	0.519988	0.038999	0.069158	0.020874	0.001000	0.001274	1044.106547	43.737465
0.036000	0.519987	0.038999	0.069158	0.020899	0.001000	0.001273	1043.115460	43.690869
0.038000	0.519985	0.038999	0.069158	0.020924	0.001000	0.001271	1042.124881	43.644332
0.040000	0.519983	0.038999	0.069158	0.020950	0.001000	0.001269	1041.134813	43.597855
0.042000	0.519982	0.038999	0.069158	0.020975	0.001000	0.001267	1040.145253	43.551437
0.044000	0.519980	0.038998	0.069157	0.021000	0.001000	0.001266	1039.156203	43.505079
0.046000	0.519978	0.038998	0.069157	0.021025	0.001000	0.001264	1038.167662	43.458781
0.048000	0.519976	0.038998	0.069157	0.021050	0.001000	0.001262	1037.179630	43.412542
0.050000	0.519974	0.038998	0.069157	0.021075	0.001000	0.001261	1036.192108	43.366362
0.052000	0.519972	0.038998	0.069156	0.021100	0.001000	0.001259	1035.205094	43.320242
0.054000	0.519970	0.038998	0.069156	0.021125	0.001000	0.001257	1034.218590	43.274182
0.056000	0.519967	0.038998	0.069156	0.021150	0.001000	0.001255	1033.232596	43.228182
0.058000	0.519965	0.038997	0.069155	0.021175	0.001000	0.001254	1032.247110	43.182241
0.060000	0.519963	0.038997	0.069155	0.021200	0.001000	0.001252	1031.262134	43.136359
0.062000	0.519960	0.038997	0.069155	0.021225	0.001000	0.001250	1030.277667	43.090538
0.064000	0.519957	0.038997	0.069154	0.021250	0.001000	0.001249	1029.293710	43.044776
0.066000	0.519955	0.038997	0.069154	0.021275	0.001000	0.001247	1028.310261	42.999073
0.068000	0.519952	0.038996	0.069154	0.021299	0.001000	0.001245	1027.327322	42.953431
0.070000	0.519949	0.038996	0.069153	0.021324	0.001000	0.001243	1026.344893	42.907847
0.072000	0.519946	0.038996	0.069153	0.021348	0.001000	0.001242	1025.362972	42.862324
0.074000	0.519943	0.038996	0.069152	0.021373	0.001000	0.001240	1024.381561	42.816860
0.076000	0.519940	0.038995	0.069152	0.021398	0.001000	0.001238	1023.400658	42.771456
0.078000	0.519937	0.038995	0.069152	0.021422	0.001000	0.001237	1022.420266	42.726111
0.080000	0.519933	0.038995	0.069151	0.021446	0.001000	0.001235	1021.440382	42.680826
0.082000	0.519930	0.038995	0.069151	0.021471	0.001000	0.001233	1020.461007	42.635601
0.084000	0.519927	0.038994	0.069150	0.021495	0.001000	0.001232	1019.482142	42.590435
0.086000	0.519923	0.038994	0.069150	0.021520	0.001000	0.001230	1018.503786	42.545329
0.088000	0.519919	0.038994	0.069149	0.021544	0.001000	0.001228	1017.525940	42.500283
0.090000	0.519916	0.038994	0.069149	0.021568	0.001000	0.001227	1016.548602	42.455296
0.092000	0.519912	0.038993	0.069148	0.021592	0.001000	0.001225	1015.571774	42.410369
0.094000	0.519908	0.038993	0.069148	0.021616	0.001000	0.001223	1014.595455	42.365501
0.096000	0.519904	0.038993	0.069147	0.021640	0.001000	0.001222	1013.619645	42.320693
0.098000	0.519900	0.038993	0.069147	0.021665	0.001000	0.001220	1012.644344	42.275944
0.100000	0.519896	0.038992	0.069146	0.021689	0.001000	0.001218	1011.669552	42.231255
0.102000	0.519892	0.038992	0.069146	0.021712	0.001000	0.001217	1010.695270	42.186625
0.104000	0.519888	0.038992	0.069145	0.021736	0.001000	0.001215	1009.721497	42.142055
0.106000	0.519883	0.038991	0.069144	0.021760	0.001000	0.001213	1008.748233	42.097544
0.108000	0.519879	0.038991	0.069144	0.021784	0.001000	0.001212	1007.775478	42.053093
0.110000	0.519874	0.038991	0.069143	0.021808	0.001000	0.001210	1006.803233	42.008701
0.112000	0.519870	0.038990	0.069143	0.021832	0.001000	0.001208	1005.831496	41.964369
0.114000	0.519865	0.038990	0.069142	0.021855	0.001000	0.001207	1004.860269	41.920096
0.116000	0.519860	0.038990	0.069141	0.021879	0.001000	0.001205	1003.889551	41.875883
0.118000	0.519855	0.038989	0.069141	0.021903	0.001000	0.001203	1002.919342	41.831728
0.120000	0.519850	0.038989	0.069140	0.021926	0.001000	0.001202	1001.949642	41.787634
0.122000	0.519845	0.038988	0.069139	0.021950	0.001000	0.001200	1000.980452	41.743598
0.124000	0.519840	0.038988	0.069139	0.021973	0.001000	0.001198	1000.011770	41.699622
0.126000	0.519835	0.038988	0.069138	0.021997	0.001000	0.001197	999.043598	41.655705
0.128000	0.519830	0.038987	0.069137	0.022020	0.001000	0.001195	998.075935	41.611847
0.130000	0.519824	0.038987	0.069137	0.022044	0.001000	0.001193	997.108781	41.568048
0.132000	0.519819	0.038986	0.069136	0.022067	0.001000	0.001192	996.142136	41.524309
0.134000	0.519813	0.038986	0.069135	0.022090	0.001000	0.001190	995.176000	41.480629
0.136000	0.519808	0.038986	0.069134	0.022114	0.001000	0.001189	994.210373	41.437007
0.138000	0.519802	0.038985	0.069134	0.022137	0.001000	0.001187	993.245256	41.393445
0.140000	0.519796	0.038985	0.069133	0.022160	0.001000	0.001185	992.280647	41.349942
0.142000	0.519790	0.038984	0.069132	0.022183	0.001000	0.001184	991.316548	41.306498
0.144000	0.519784	0.038984	0.069131	0.022206	0.001000	0.001182	990.352957	41.263113
0.146000	0.519778	0.038983	0.069131	0.022229	0.001000	0.001180	989.389876	41.219787
0.148000	0.519772	0.038983	0.069130	0.022252	0.001000	0.001179	988.427304	41.176520
0.150000	0.519766	0.038982	0.069129	0.022275	0.001000	0.001177	987.465241	41.133312
0.152000	0.519760	0.038982	0.069128	0.022298	0.001000	0.001176	986.503687	41.090162
0.154000	0.519753	0.038981	0.069127	0.022321	0.001000	0.001174	985.542642	41.047071
0.156000	0.519747	0.038981	0.069126	0.022344	0.001000	0.001172	984.582106	41.004039
0.158000	0.519740	0.038981	0.069125	0.022367	0.001000	0.001171	983.622079	40.961066
0.160000	0.519734	0.038980	0.069125	0.022389	0.001000	0.001169	982.662561	40.918152
0.162000	0.519727	0.038980	0.069124	0.022412	0.001000	0.001168	981.703553	40.875296
0.164000	0.519720	0.038979	0.069123	0.022435	0.001000	0.001166	980.745053	40.832499
0.166000	0.519713	0.038979	0.069122	0.022457	0.001000	0.001164	979.787062	40.789760
0.168000	0.519706	0.038978	0.069121	0.022480	0.001000	0.001163	978.829581	40.747080
0.170000	0.519699	0.038977	0.069120	0.022503	0.001000	0.001161	977.872608	40.704458
0.172000	0.519692	0.038977	0.069119	0.022525	0.001000	0.001160	976.916144	40.661895
0.174000	0.519685	0.038976	0.069118	0.022548	0.001000	0.001158	975.960189	40.619390
0.176000	0.519678	0.038976	0.069117	0.022570	0.001000	0.001156	975.004744	40.576944
0.178000	0.519670	0.038975	0.069116	0.022592	0.001000	0.001155	974.049807	40.534555
0.180000	0.519663	0.038975	0.069115	0.022615	0.001000	0.001153	973.095379	40.492225
0.182000	0.519655	0.038974	0.069114	0.022637	0.001000	0.001152	972.141460	40.449954
0.184000	0.519648	0.038974	0.069113	0.022659	0.001000	0.001150	971.188051	40.407740
0.186000	0.519640	0.038973	0.069112	0.022681	0.001000	0.001149	970.235150	40.365585
0.188000	0.519632	0.038972	0.069111	0.022704	0.001000	0.001147	969.282758	40.323487
0.190000	0.519624	0.038972	0.069110	0.022726	0.001000	0.001145	968.330875	40.281448
0.192000	0.519616	0.038971	0.069109	0.022748	0.001000	0.001144	967.379501	40.239466
0.194000	0.519608	0.038971	0.069108	0.022770	0.001000	0.001142	966.428635	40.197543
0.196000	0.519600	0.038970	0.069107	0.022792	0.001000	0.001141	965.478279	40.155677
0.198000	0.519592	0.038969	0.069106	0.022814	0.001000	0.001139	964.528432	40.113869
0.200000	0.519584	0.038969	0.069105	0.022836	0.001000	0.001138	963.579093	40.072119
0.202000	0.519575	0.038968	0.069104	0.022858	0.001000	0.001136	962.630264	40.030427
0.204000	0.519567	0.038968	0.069102	0.022880	0.001000	0.001135	961.681943	39.988792
0.206000	0.519558	0.038967	0.069101	0.022901	0.001000	0.001133	960.734131	39.947215
0.208000	0.519550	0.038966	0.069100	0.022923	0.001000	0.001131	959.786828	39.905696
0.210000	0.519541	0.038966	0.069099	0.022945	0.001000	0.001130	958.840034	39.864234
0.212000	0.519532	0.038965	0.069098	0.022967	0.001000	0.001128	957.893749	39.822829
0.214000	0.519524	0.038964	0.069097	0.022988	0.001000	0.001127	956.947973	39.781482
0.216000	0.519515	0.038964	0.069095	0.023010	0.001000	0.001125	956.002705	39.740192
0.218000	0.519506	0.038963	0.069094	0.023031	0.001000	0.001124	955.057946	39.698959
0.220000	0.519496	0.038962	0.069093	0.023053	0.001000	0.001122	954.113696	39.657784
0.222000	0.519487	0.038962	0.069092	0.023074	0.001000	0.001121	953.169955	39.616666
0.224000	0.519478	0.038961	0.069091	0.023096	0.001000	0.001119	952.226723	39.575604
0.226000	0.519469	0.038960	0.069089	0.023117	0.001000	0.001118	951.283999	39.534600
0.228000	0.519459	0.038959	0.069088	0.023139	0.001000	0.001116	950.341785	39.493653
0.230000	0.519450	0.038959	0.069087	0.023160	0.001000	0.001115	949.400079	39.452763
0.232000	0.519440	0.038958	0.069086	0.023181	0.001000	0.001113	948.458881	39.411930
0.234000	0.519430	0.038957	0.069084	0.023203	0.001000	0.001112	947.518193	39.371153
0.236000	0.519420	0.038957	0.069083	0.023224	0.001000	0.001110	946.578013	39.330433
0.238000	0.519411	0.038956	0.069082	0.023245	0.001000	0.001109	945.638342	39.289770
0.240000	0.519401	0.038955	0.069080	0.023266	0.001000	0.001107	944.699180	39.249163
0.242000	0.519391	0.038954	0.069079	0.023287	0.001000	0.001106	943.760526	39.208613
0.244000	0.519380	0.038954	0.069078	0.023308	0.001000	0.001104	942.822381	39.168120
0.246000	0.519370	0.038953	0.069076	0.023329	0.001000	0.001103	941.884745	39.127683
0.248000	0.519360	0.038952	0.069075	0.023350	0.001000	0.001101	940.947617	39.087302
0.250000	0.519350	0.038951	0.069073	0.023371	0.001000	0.001100	940.010998	39.046978
0.252000	0.519339	0.038950	0.069072	0.023392	0.001000	0.001098	939.074888	39.006709
0.254000	0.519329	0.038950	0.069071	0.023413	0.001000	0.001097	938.139287	38.966497
0.256000	0.519318	0.038949	0.069069	0.023434	0.001000	0.001095	937.204194	38.926341
0.258000	0.519307	0.038948	0.069068	0.023454	0.001000	0.001094	936.269609	38.886241
0.260000	0.519296	0.038947	0.069066	0.023475	0.001000	0.001092	935.335534	38.846198
0.262000	0.519286	0.038946	0.069065	0.023496	0.001000	0.001091	934.401967	38.806209
0.264000	0.519275	0.038946	0.069064	0.023517	0.001000	0.001089	933.468908	38.766277
0.266000	0.519264	0.038945	0.069062	0.023537	0.001000	0.001088	932.536358	38.726401
0.268000	0.519252	0.038944	0.069061	0.023558	0.001000	0.001086	931.604317	38.686580
0.270000	0.519241	0.038943	0.069059	0.023578	0.001000	0.001085	930.672784	38.646815
0.272000	0.519230	0.038942	0.069058	0.023599	0.001000	0.001083	929.741760	38.607105
0.274000	0.519219	0.038941	0.069056	0.023619	0.001000	0.001082	928.811244	38.567451
0.276000	0.519207	0.038941	0.069055	0.023640	0.001000	0.001080	927.881237	38.527853
0.278000	0.519196	0.038940	0.069053	0.023660	0.001000	0.001079	926.951738	38.488310
0.280000	0.519184	0.038939	0.069051	0.023680	0.001000	0.001077	926.022748	38.448822
0.282000	0.519172	0.038938	0.069050	0.023701	0.001000	0.001076	925.094267	38.409389
0.284000	0.519160	0.038937	0.069048	0.023721	0.001000	0.001074	924.166293	38.370011
0.286000	0.519149	0.038936	0.069047	0.023741	0.001000	0.001073	923.238829	38.330689
0.288000	0.519137	0.038935	0.069045	0.023761	0.001000	0.001071	922.311873	38.291421
0.290000	0.519125	0.038934	0.069044	0.023781	0.001000	0.001070	921.385425	38.252209
0.292000	0.519112	0.038933	0.069042	0.023801	0.001000	0.001069	920.459486	38.213051
0.294000	0.519100	0.038933	0.069040	0.023822	0.001000	0.001067	919.534055	38.173948
0.296000	0.519088	0.038932	0.069039	0.023842	0.001000	0.001066	918.609132	38.134900
0.298000	0.519076	0.038931	0.069037	0.023862	0.001000	0.001064	917.684718	38.095906
0.300000	0.519063	0.038930	0.069035	0.023882	0.001000	0.001063	916.760812	38.056967
0.302000	0.519051	0.038929	0.069034	0.023901	0.001000	0.001061	915.837415	38.018083
0.304000	0.519038	0.038928	0.069032	0.023921	0.001000	0.001060	914.914526	37.979253
0.306000	0.519025	0.038927	0.069030	0.023941	0.001000	0.001058	913.992146	37.940477
0.308000	0.519012	0.038926	0.069029	0.023961	0.001000	0.001057	913.070273	37.901756
0.310000	0.519000	0.038925	0.069027	0.023981	0.001000	0.001056	912.148909	37.863088
0.312000	0.518987	0.038924	0.069025	0.024000	0.001000	0.001054	911.228054	37.824475
0.314000	0.518974	0.038923	0.069023	0.024020	0.001000	0.001053	910.307707	37.785916
0.316000	0.518960	0.038922	0.069022	0.024040	0.001000	0.001051	909.387868	37.747411
0.318000	0.518947	0.038921	0.069020	0.024059	0.001000	0.001050	908.468537	37.708960
0.320000	0.518934	0.038920	0.069018	0.024079	0.001000	0.001048	907.549714	37.670563
0.322000	0.518921	0.038919	0.069016	0.024098	0.001000	0.001047	906.631400	37.632219
0.324000	0.518907	0.038918	0.069015	0.024118	0.001000	0.001046	905.713594	37.593929
0.326000	0.518894	0.038917	0.069013	0.024137	0.001000	0.001044	904.796296	37.555693
0.328000	0.518880	0.038916	0.069011	0.024157	0.001000	0.001043	903.879507	37.517510
0.330000	0.518866	0.038915	0.069009	0.024176	0.001000	0.001041	902.963226	37.479381
0.332000	0.518852	0.038914	0.069007	0.024195	0.001000	0.001040	902.047452	37.441305
0.334000	0.518839	0.038913	0.069006	0.024215	0.001000	0.001038	901.132187	37.403283
0.336000	0.518825	0.038912	0.069004	0.024234	0.001000	0.001037	900.217431	37.365313
0.338000	0.518811	0.038911	0.069002	0.024253	0.001000	0.001036	899.303182	37.327397
0.340000	0.518796	0.038910	0.069000	0.024272	0.001000	0.001034	898.389441	37.289534
0.342000	0.518782	0.038909	0.068998	0.024292	0.001000	0.001033	897.476209	37.251724
0.344000	0.518768	0.038908	0.068996	0.024311	0.001000	0.001031	896.563485	37.213967
0.346000	0.518753	0.038907	0.068994	0.024330	0.001000	0.001030	895.651268	37.176262
0.348000	0.518739	0.038905	0.068992	0.024349	0.001000	0.001029	894.739560	37.138611
0.350000	0.518724	0.038904	0.068990	0.024368	0.001000	0.001027	893.828360	37.101012
0.352000	0.518710	0.038903	0.068988	0.024387	0.001000	0.001026	892.917668	37.063465
0.354000	0.518695	0.038902	0.068986	0.024406	0.001000	0.001024	892.007484	37.025971
0.356000	0.518680	0.038901	0.068984	0.024425	0.001000	0.001023	891.097808	36.988530
0.358000	0.518665	0.038900	0.068982	0.024443	0.001000	0.001022	890.188640	36.951141
0.360000	0.518650	0.038899	0.068981	0.024462	0.001000	0.001020	889.279980	36.913804
0.362000	0.518635	0.038898	0.068979	0.024481	0.001000	0.001019	888.371828	36.876520
0.364000	0.518620	0.038897	0.068976	0.024500	0.001000	0.001018	887.464184	36.839287
0.366000	0.518605	0.038895	0.068974	0.024518	0.001000	0.001016	886.557048	36.802107
0.368000	0.518590	0.038894	0.068972	0.024537	0.001000	0.001015	885.650420	36.764979
0.370000	0.518574	0.038893	0.068970	0.024556	0.001000	0.001013	884.744299	36.727902
0.372000	0.518559	0.038892	0.068968	0.024574	0.001000	0.001012	883.838687	36.690877
0.374000	0.518543	0.038891	0.068966	0.024593	0.001000	0.001011	882.933582	36.653905
0.376000	0.518528	0.038890	0.068964	0.024611	0.001000	0.001009	882.028986	36.616983
0.378000	0.518512	0.038888	0.068962	0.024630	0.001000	0.001008	881.124897	36.580114
0.380000	0.518496	0.038887	0.068960	0.024648	0.001000	0.001007	880.221316	36.543295
0.382000	0.518480	0.038886	0.068958	0.024667	0.001000	0.001005	879.318243	36.506528
0.384000	0.518464	0.038885	0.068956	0.024685	0.001000	0.001004	878.415678	36.469813
0.386000	0.518448	0.038884	0.068954	0.024703	0.001000	0.001002	877.513620	36.433149
0.388000	0.518432	0.038882	0.068951	0.024722	0.001000	0.001001	876.612070	36.396536
0.390000	0.518416	0.038881	0.068949	0.024740	0.001000	0.001000	875.711028	36.359974
0.392000	0.518399	0.038880	0.068947	0.024758	0.001000	0.000998	874.810494	36.323463
0.394000	0.518383	0.038879	0.068945	0.024776	0.001000	0.000997	873.910468	36.287003
0.396000	0.518367	0.038877	0.068943	0.024795	0.001000	0.000996	873.010949	36.250593
0.398000	0.518350	0.038876	0.068941	0.024813	0.001000	0.000994	872.111938	36.214235
0.400000	0.518333	0.038875	0.068938	0.024831	0.001000	0.000993	871.213434	36.177927
0.402000	0.518317	0.038874	0.068936	0.024849	0.001000	0.000992	870.315439	36.141670
0.404000	0.518300	0.038872	0.068934	0.024867	0.001000	0.000990	869.417950	36.105463
0.406000	0.518283	0.038871	0.068932	0.024885	0.001000	0.000989	868.520970	36.069307
0.408000	0.518266	0.038870	0.068929	0.024903	0.001000	0.000988	867.624497	36.033201
0.410000	0.518249	0.038869	0.068927	0.024921	0.001000	0.000986	866.728532	35.997145
0.412000	0.518232	0.038867	0.068925	0.024938	0.001000	0.000985	865.833074	35.961140
0.414000	0.518214	0.038866	0.068923	0.024956	0.001000	0.000984	864.938124	35.925185
0.416000	0.518197	0.038865	0.068920	0.024974	0.001000	0.000982	864.043681	35.889279
0.418000	0.518180	0.038863	0.068918	0.024992	0.001000	0.000981	863.149746	35.853424
0.420000	0.518162	0.038862	0.068916	0.025010	0.001000	0.000980	862.256319	35.817618
0.422000	0.518145	0.038861	0.068913	0.025027	0.001000	0.000978	861.363399	35.781863
0.424000	0.518127	0.038860	0.068911	0.025045	0.001000	0.000977	860.470986	35.746157
0.426000	0.518109	0.038858	0.068909	0.025062	0.001000	0.000976	859.579081	35.710500
0.428000	0.518091	0.038857	0.068906	0.025080	0.001000	0.000974	858.687683	35.674893
0.430000	0.518073	0.038856	0.068904	0.025098	0.001000	0.000973	857.796793	35.639336
0.432000	0.518055	0.038854	0.068901	0.025115	0.001000	0.000972	856.906410	35.603828
0.434000	0.518037	0.038853	0.068899	0.025133	0.001000	0.000970	856.016535	35.568369
0.436000	0.518019	0.038851	0.068897	0.025150	0.001000	0.000969	855.127167	35.532960
0.438000	0.518001	0.038850	0.068894	0.025167	0.001000	0.000968	854.238306	35.497599
0.440000	0.517983	0.038849	0.068892	0.025185	0.001000	0.000967	853.349953	35.462288
0.442000	0.517964	0.038847	0.068889	0.025202	0.001000	0.000965	852.462107	35.427025
0.444000	0.517946	0.038846	0.068887	0.025219	0.001000	0.000964	851.574768	35.391812
0.446000	0.517927	0.038845	0.068884	0.025237	0.001000	0.000963	850.687937	35.356647
0.448000	0.517908	0.038843	0.068882	0.025254	0.001000	0.000961	849.801612	35.321531
0.450000	0.517890	0.038842	0.068879	0.025271	0.001000	0.000960	848.915795	35.286464
0.452000	0.517871	0.038840	0.068877	0.025288	0.001000	0.000959	848.030486	35.251445
0.454000	0.517852	0.038839	0.068874	0.025305	0.001000	0.000957	847.145683	35.216474
0.456000	0.517833	0.038837	0.068872	0.025322	0.001000	0.000956	846.261388	35.181552
0.458000	0.517814	0.038836	0.068869	0.025339	0.001000	0.000955	845.377600	35.146678
0.460000	0.517795	0.038835	0.068867	0.025356	0.001000	0.000954	844.494319	35.111853
0.462000	0.517775	0.038833	0.068864	0.025373	0.001000	0.000952	843.611545	35.077075
0.464000	0.517756	0.038832	0.068862	0.025390	0.001000	0.000951	842.729278	35.042346
0.466000	0.517737	0.038830	0.068859	0.025407	0.001000	0.000950	841.847519	35.007664
0.468000	0.517717	0.038829	0.068856	0.025424	0.001000	0.000948	840.966266	34.973031
0.470000	0.517698	0.038827	0.068854	0.025441	0.001000	0.000947	840.085521	34.938445
0.472000	0.517678	0.038826	0.068851	0.025458	0.001000	0.000946	839.205282	34.903907
0.474000	0.517658	0.038824	0.068849	0.025475	0.001000	0.000945	838.325551	34.869417
0.476000	0.517638	0.038823	0.068846	0.025491	0.001000	0.000943	837.446326	34.834974
0.478000	0.517618	0.038821	0.068843	0.025508	0.001000	0.000942	836.567609	34.800578
0.480000	0.517598	0.038820	0.068841	0.025525	0.001000	0.000941	835.689398	34.766230
0.482000	0.517578	0.038818	0.068838	0.025541	0.001000	0.000940	834.811695	34.731930
0.484000	0.517558	0.038817	0.068835	0.025558	0.001000	0.000938	833.934498	34.697676
0.486000	0.517538	0.038815	0.068833	0.025575	0.001000	0.000937	833.057808	34.663470
0.488000	0.517517	0.038814	0.068830	0.025591	0.001000	0.000936	832.181626	34.629311
0.490000	0.517497	0.038812	0.068827	0.025608	0.001000	0.000934	831.305950	34.595198
0.492000	0.517476	0.038811	0.068824	0.025624	0.001000	0.000933	830.430780	34.561133
0.494000	0.517456	0.038809	0.068822	0.025640	0.001000	0.000932	829.556118	34.527114
0.496000	0.517435	0.038808	0.068819	0.025657	0.001000	0.000931	828.681963	34.493142
0.498000	0.517414	0.038806	0.068816	0.025673	0.001000	0.000929	827.808314	34.459217
0.500000	0.517393	0.038805	0.068813	0.025690	0.001000	0.000928	826.935172	34.425338
0.502000	0.517373	0.038803	0.068811	0.025706	0.001000	0.000927	826.062537	34.391506
0.504000	0.517351	0.038801	0.068808	0.025722	0.001000	0.000926	825.190408	34.357720
0.506000	0.517330	0.038800	0.068805	0.025738	0.001000	0.000924	824.318787	34.323981
0.508000	0.517309	0.038798	0.068802	0.025755	0.001000	0.000923	823.447671	34.290287
0.510000	0.517288	0.038797	0.068799	0.025771	0.001000	0.000922	822.577063	34.256640
0.512000	0.517267	0.038795	0.068796	0.025787	0.001000	0.000921	821.706961	34.223039
0.514000	0.517245	0.038793	0.068794	0.025803	0.001000	0.000919	820.837366	34.189484
0.516000	0.517224	0.038792	0.068791	0.025819	0.001000	0.000918	819.968277	34.155975
0.518000	0.517202	0.038790	0.068788	0.025835	0.001000	0.000917	819.099695	34.122511
0.520000	0.517180	0.038789	0.068785	0.025851	0.001000	0.000916	818.231620	34.089093
0.522000	0.517158	0.038787	0.068782	0.025867	0.001000	0.000915	817.364051	34.055721
0.524000	0.517137	0.038785	0.068779	0.025883	0.001000	0.000913	816.496989	34.022395
0.526000	0.517115	0.038784	0.068776	0.025899	0.001000	0.000912	815.630433	33.989114
0.528000	0.517093	0.038782	0.068773	0.025915	0.001000	0.000911	814.764383	33.955878
0.530000	0.517070	0.038780	0.068770	0.025931	0.001000	0.000910	813.898840	33.922688
0.532000	0.517048	0.038779	0.068767	0.025946	0.001000	0.000908	813.033804	33.889543
0.534000	0.517026	0.038777	0.068764	0.025962	0.001000	0.000907	812.169274	33.856443
0.536000	0.517003	0.038775	0.068761	0.025978	0.001000	0.000906	811.305250	33.823388
0.538000	0.516981	0.038774	0.068758	0.025994	0.001000	0.000905	810.441732	33.790379
0.540000	0.516958	0.038772	0.068755	0.026009	0.001000	0.000904	809.578721	33.757414
0.542000	0.516936	0.038770	0.068752	0.026025	0.001000	0.000902	808.716217	33.724494
0.544000	0.516913	0.038768	0.068749	0.026040	0.001000	0.000901	807.854218	33.691619
0.546000	0.516890	0.038767	0.068746	0.026056	0.001000	0.000900	806.992726	33.658788
0.548000	0.516867	0.038765	0.068743	0.026072	0.001000	0.000899	806.131740	33.626002
0.550000	0.516844	0.038763	0.068740	0.026087	0.001000	0.000897	805.271260	33.593260
0.552000	0.516821	0.038762	0.068737	0.026103	0.001000	0.000896	804.411287	33.560563
0.554000	0.516798	0.038760	0.068734	0.026118	0.001000	0.000895	803.551819	33.527911
0.556000	0.516775	0.038758	0.068731	0.026133	0.001000	0.000894	802.692858	33.495302
0.558000	0.516752	0.038756	0.068728	0.026149	0.001000	0.000893	801.834403	33.462738
0.560000	0.516728	0.038755	0.068725	0.026164	0.001000	0.000891	800.976454	33.430218
0.562000	0.516705	0.038753	0.068722	0.026179	0.001000	0.000890	800.119011	33.397742
0.564000	0.516681	0.038751	0.068719	0.026195	0.001000	0.000889	799.262075	33.365309
0.566000	0.516658	0.038749	0.068715	0.026210	0.001000	0.000888	798.405644	33.332921
0.568000	0.516634	0.038748	0.068712	0.026225	0.001000	0.000887	797.549719	33.300576
0.570000	0.516610	0.038746	0.068709	0.026240	0.001000	0.000885	796.694301	33.268275
0.572000	0.516586	0.038744	0.068706	0.026256	0.001000	0.000884	795.839388	33.236018
0.574000	0.516562	0.038742	0.068703	0.026271	0.001000	0.000883	794.984981	33.203804
0.576000	0.516538	0.038740	0.068700	0.026286	0.001000	0.000882	794.131080	33.171634
0.578000	0.516514	0.038739	0.068696	0.026301	0.001000	0.000881	793.277685	33.139507
0.580000	0.516490	0.038737	0.068693	0.026316	0.001000	0.000880	792.424796	33.107424
0.582000	0.516465	0.038735	0.068690	0.026331	0.001000	0.000878	791.572413	33.075383
0.584000	0.516441	0.038733	0.068687	0.026346	0.001000	0.000877	790.720536	33.043386
0.586000	0.516416	0.038731	0.068683	0.026361	0.001000	0.000876	789.869164	33.011432
0.588000	0.516392	0.038729	0.068680	0.026376	0.001000	0.000875	789.018298	32.979521
0.590000	0.516367	0.038728	0.068677	0.026391	0.001000	0.000874	788.167938	32.947652
0.592000	0.516342	0.038726	0.068674	0.026405	0.001000	0.000872	787.318084	32.915827
0.594000	0.516317	0.038724	0.068670	0.026420	0.001000	0.000871	786.468736	32.884044
0.596000	0.516293	0.038722	0.068667	0.026435	0.001000	0.000870	785.619893	32.852304
0.598000	0.516268	0.038720	0.068664	0.026450	0.001000	0.000869	784.771556	32.820607
0.600000	0.516242	0.038718	0.068660	0.026464	0.001000	0.000868	783.923724	32.788952
0.602000	0.516217	0.038716	0.068657	0.026479	0.001000	0.000867	783.076398	32.757339
0.604000	0.516192	0.038714	0.068654	0.026494	0.001000	0.000865	782.229578	32.725769
0.606000	0.516167	0.038712	0.068650	0.026508	0.001000	0.000864	781.383263	32.694241
0.608000	0.516141	0.038711	0.068647	0.026523	0.001000	0.000863	780.537454	32.662755
0.610000	0.516116	0.038709	0.068643	0.026538	0.001000	0.000862	779.692150	32.631311
0.612000	0.516090	0.038707	0.068640	0.026552	0.001000	0.000861	778.847352	32.599910
