NACA 23018
     1.000000    0.001890
     0.992315    0.003669
     0.979667    0.006565
     0.965614    0.009736
     0.950166    0.013166
     0.933424    0.016820
     0.915560    0.020648
     0.896790    0.024594
     0.877328    0.028604
     0.857364    0.032635
     0.837047    0.036653
     0.816489    0.040633
     0.795769    0.044558
     0.774943    0.048417
     0.754051    0.052202
     0.733121    0.055905
     0.712175    0.059523
     0.691228    0.063050
     0.670293    0.066481
     0.649383    0.069814
     0.628507    0.073042
     0.607677    0.076161
     0.586901    0.079166
     0.566189    0.082050
     0.545551    0.084809
     0.524998    0.087434
     0.504540    0.089919
     0.484188    0.092257
     0.463956    0.094439
     0.443856    0.096458
     0.423904    0.098305
     0.404116    0.099971
     0.384513    0.101447
     0.365116    0.102724
     0.345953    0.103793
     0.327055    0.104645
     0.308460    0.105273
     0.290215    0.105669
     0.272372    0.105829
     0.254997    0.105750
     0.238158    0.105434
     0.221936    0.104887
     0.206407    0.104121
     0.191648    0.103149
     0.177706    0.101962
     0.164582    0.100547
     0.152250    0.098901
     0.140673    0.097032
     0.129811    0.094951
     0.119628    0.092674
     0.110087    0.090221
     0.101156    0.087614
     0.092802    0.084874
     0.084997    0.082023
     0.077712    0.079083
     0.070918    0.076073
     0.064588    0.073014
     0.058696    0.069921
     0.053216    0.066810
     0.048123    0.063692
     0.043392    0.060579
     0.039001    0.057480
     0.034927    0.054400
     0.031151    0.051346
     0.027655    0.048321
     0.024420    0.045328
     0.021431    0.042367
     0.018675    0.039441
     0.016139    0.036549
     0.013812    0.033690
     0.011685    0.030865
     0.009749    0.028072
     0.007999    0.025310
     0.006429    0.022579
     0.005035    0.019878
     0.003815    0.017207
     0.002765    0.014566
     0.001885    0.011957
     0.001175    0.009382
     0.000633    0.006843
     0.000259    0.004347
     0.000050    0.001895
     0.000004   -0.000502
     0.000123   -0.002906
     0.000426   -0.005339
     0.000935   -0.007781
     0.001667   -0.010216
     0.002636   -0.012626
     0.003851   -0.014989
     0.005313   -0.017289
     0.007019   -0.019513
     0.008964   -0.021650
     0.011140   -0.023699
     0.013541   -0.025660
     0.016163   -0.027537
     0.019007   -0.029338
     0.022075   -0.031070
     0.025376   -0.032744
     0.028923   -0.034368
     0.032732   -0.035953
     0.036828   -0.037509
     0.041237   -0.039045
     0.045995   -0.040573
     0.051144   -0.042103
     0.056734   -0.043646
     0.062825   -0.045215
     0.069487   -0.046823
     0.076799   -0.048483
     0.084852   -0.050208
     0.093742   -0.052013
     0.103565   -0.053906
     0.114401   -0.055893
     0.126300   -0.057967
     0.139262   -0.060109
     0.153221   -0.062279
     0.168050   -0.064424
     0.183591   -0.066476
     0.199699   -0.068363
     0.216284   -0.070022
     0.233308   -0.071433
     0.250736   -0.072600
     0.268537   -0.073525
     0.286678   -0.074213
     0.305130   -0.074671
     0.323866   -0.074905
     0.342861   -0.074922
     0.362093   -0.074731
     0.381541   -0.074339
     0.401186   -0.073754
     0.421011   -0.072986
     0.441001   -0.072042
     0.461141   -0.070931
     0.481418   -0.069659
     0.501820   -0.068236
     0.522334   -0.066667
     0.542949   -0.064961
     0.563655   -0.063123
     0.584441   -0.061160
     0.605298   -0.059078
     0.626215   -0.056881
     0.647182   -0.054576
     0.668190   -0.052166
     0.689226   -0.049656
     0.710280   -0.047049
     0.731338   -0.044351
     0.752383   -0.041564
     0.773394   -0.038692
     0.794341   -0.035742
     0.815186   -0.032719
     0.835871   -0.029634
     0.856316   -0.026498
     0.876409   -0.023333
     0.896000   -0.020164
     0.914899   -0.017029
     0.932889   -0.013971
     0.949756   -0.011037
     0.965323   -0.008269
     0.979492   -0.005699
     0.992248   -0.003343
     1.000000   -0.001890
