NACA 1408
     1.000000    0.000840
     0.994282    0.001563
     0.983230    0.002944
     0.970028    0.004567
     0.955940    0.006267
     0.941597    0.007965
     0.927188    0.009638
     0.912760    0.011281
     0.898322    0.012893
     0.883879    0.014473
     0.869431    0.016023
     0.854978    0.017543
     0.840521    0.019032
     0.826061    0.020490
     0.811597    0.021919
     0.797129    0.023318
     0.782659    0.024687
     0.768186    0.026026
     0.753711    0.027335
     0.739233    0.028614
     0.724753    0.029863
     0.710272    0.031081
     0.695790    0.032268
     0.681306    0.033424
     0.666822    0.034548
     0.652337    0.035641
     0.637853    0.036700
     0.623368    0.037727
     0.608883    0.038720
     0.594400    0.039678
     0.579917    0.040600
     0.565436    0.041487
     0.550957    0.042336
     0.536480    0.043148
     0.522005    0.043920
     0.507533    0.044651
     0.493064    0.045341
     0.478600    0.045988
     0.464139    0.046591
     0.449683    0.047147
     0.435234    0.047656
     0.420791    0.048116
     0.406361    0.048524
     0.391961    0.048876
     0.377591    0.049159
     0.363234    0.049371
     0.348887    0.049509
     0.334553    0.049571
     0.320230    0.049553
     0.305922    0.049453
     0.291629    0.049267
     0.277354    0.048993
     0.263099    0.048626
     0.248866    0.048161
     0.234659    0.047596
     0.220481    0.046924
     0.206337    0.046140
     0.192231    0.045238
     0.178171    0.044211
     0.164163    0.043051
     0.150219    0.041750
     0.136352    0.040296
     0.122580    0.038678
     0.108927    0.036883
     0.095428    0.034894
     0.082139    0.032694
     0.069152    0.030268
     0.056634    0.027608
     0.044895    0.024746
     0.034426    0.021785
     0.025734    0.018908
     0.018966    0.016275
     0.013854    0.013934
     0.009983    0.011842
     0.007011    0.009931
     0.004705    0.008139
     0.002923    0.006417
     0.001586    0.004729
     0.000662    0.003055
     0.000140    0.001407
     0.000002   -0.000175
     0.000228   -0.001769
     0.000861   -0.003398
     0.001919   -0.005009
     0.003405   -0.006588
     0.005350   -0.008147
     0.007831   -0.009718
     0.010995   -0.011340
     0.015081   -0.013053
     0.020446   -0.014897
     0.027523   -0.016882
     0.036581   -0.018942
     0.047450   -0.020941
     0.059591   -0.022754
     0.072494   -0.024329
     0.085844   -0.025671
     0.099475   -0.026804
     0.113297   -0.027755
     0.127258   -0.028547
     0.141324   -0.029201
     0.155472   -0.029732
     0.169685   -0.030156
     0.183953   -0.030484
     0.198266   -0.030726
     0.212617   -0.030892
     0.227001   -0.030988
     0.241413   -0.031022
     0.255850   -0.030999
     0.270308   -0.030926
     0.284786   -0.030806
     0.299281   -0.030645
     0.313792   -0.030447
     0.328318   -0.030215
     0.342856   -0.029953
     0.357406   -0.029663
     0.371967   -0.029349
     0.386535   -0.029014
     0.401099   -0.028659
     0.415642   -0.028281
     0.430183   -0.027873
     0.444729   -0.027438
     0.459280   -0.026978
     0.473838   -0.026494
     0.488401   -0.025989
     0.502969   -0.025462
     0.517543   -0.024917
     0.532120   -0.024354
     0.546702   -0.023774
     0.561288   -0.023179
     0.575877   -0.022570
     0.590470   -0.021947
     0.605065   -0.021312
     0.619663   -0.020665
     0.634263   -0.020007
     0.648866   -0.019338
     0.663470   -0.018660
     0.678076   -0.017973
     0.692683   -0.017278
     0.707292   -0.016574
     0.721901   -0.015862
     0.736511   -0.015142
     0.751121   -0.014415
     0.765731   -0.013681
     0.780342   -0.012940
     0.794952   -0.012192
     0.809562   -0.011437
     0.824170   -0.010674
     0.838778   -0.009905
     0.853385   -0.009128
     0.867990   -0.008344
     0.882593   -0.007551
     0.897194   -0.006751
     0.911793   -0.005942
     0.926386   -0.005124
     0.940961   -0.004297
     0.955473   -0.003465
     0.969729   -0.002636
     0.983083   -0.001850
     0.994241   -0.001186
     1.000000   -0.000840
